極メンチ,western,station south,コロッケ,大手町３丁目５−2,Otemachi 3 Chome-5-2,CG,11,0,19,0,-1,-1,-1,-1,138.859483,35.101041
エベレストダイニング,western,station south,カレー,大手町５丁目３−18,Otemachi 5 Chome-3-18,,11,0,0,0,15,0,17,0,138.858368,35.101087
眞鯛 沼津港,japanese,numazu port,鯛刺身,千本港町115-4,Senbonminatocho 115-4,,10,45,15,0,-1,-1,-1,-1,138.858331,35.082409
かき氷 えびな(夏期限定),café/bakery,uchiura,かき氷,内浦三津88-22,Uchiuramito 88-22,C,11,30,17,0,-1,-1,-1,-1,138.898587,35.023303
おさかな食堂 やまや,japanese,uchiura,アジフライ,内浦三津199-4,Uchiuramito 199-4,C,11,0,19,0,15,0,17,30,138.898932,35.024194
和洋菓子・喫茶 松月,café/bakery,uchiura,みかんタルト,内浦三津88-36,Uchiuramito 88-36,BC,10,0,17,0,-1,-1,-1,-1,138.897999,35.022233
長浜シーフード,japanese,uchiura,マグロ丼,内浦長浜173-2,Uchiuranagahama 173-2,,11,0,15,0,-1,-1,-1,-1,138.890669,35.017012
cafe善吉,café/bakery,uchiura,コーヒー,内浦三津410-3,Uchiuramito 410-3,ABCDE,11,30,16,0,-1,-1,-1,-1,138.902134,35.024903
しーらかんすCafe / Diving School ＆ Shop しーらかんす,café/bakery,numazu port,たい焼き,上香貫三園町1381-3,Kamikanukimisonocho 1381-3,BC,11,0,18,0,-1,-1,-1,-1,138.867833,35.085853
海のステージ,western,uchiura,ハンバーグ ステーキ ,西浦木負768-9,Nishiurakishou 768-9,D,10,0,18,0,-1,-1,-1,-1,138.879724,35.019488
内浦漁協直営 いけすや,japanese,uchiura,あじ丼,内浦小海30-103,Uchiurakoumi 410-3,CD,11,0,15,0,-1,-1,-1,-1,138.89623,35.026606
とさわや旅館,japanese,uchiura,アジフライ,内浦三津88-15,Uchiuramito 88-15,B,11,0,17,0,-1,-1,-1,-1,138.898321,35.022938
貝殻亭,japanese,uchiura,アジフライ,西浦平沢92-5,Nishiurahirasawa 92-5,C,10,30,18,0,-1,-1,-1,-1,138.860555,35.019534
駿陽荘 やま弥,japanese,uchiura,海鮮丼,西浦平沢92-4,Nishiurahirasawa 92-4,C,11,30,19,0,14,15,16,30,138.860335,35.019513
レストラン離宮 Mr.丼亭,japanese,uchiura,海鮮丼,内浦重寺186,Uchiurashigedera 186,,11,0,15,0,-1,-1,-1,-1,138.890837,35.03409
うみねcafe,japanese,uchiura,うみね丼,内浦重寺186,Uchiurashigedera 186,,9,30,17,0,-1,-1,-1,-1,138.889533,35.033936
淡島ホテル,western,uchiura,ランチコース,内浦重寺186,Uchiurashigedera 186,,11,30,14,0,-1,-1,-1,-1,138.886731,35.035752
安田屋旅館 (guest only),japanese,uchiura,懐石,内浦三津19,Uchiuramito 19,,12,0,20,0,-1,-1,-1,-1,138.89756,35.02051
伊豆・三津シーパラダイス,western,uchiura,アイス,内浦長浜3-1,Uchiuranagahama 3-1,,9,0,17,0,-1,-1,-1,-1,138.895604,35.019323
戸田塩だっ手羽,japanese,numazu metropolitan,手羽先,戸田1294-3,Heda 1294-3,ABCDE,10,0,16,0,-1,-1,-1,-1,138.786704,34.97128
古安,western,station south,ハンバーグ ステーキ ,本町４０,Honcho 40,B,11,0,20,30,14,0,17,0,138.856599,35.096325
Ｊ・みーと,western,station south,ステーキ,大手町５丁目６−22 マザーグースビル 1F,Otemachi 5 Chome−6−22 1F,D,11,30,21,0,14,0,17,30,138.857913,35.099915
あげつち うなよし,japanese,station south,うなぎ丼,上土町72,Agetsuchicho 72,C,11,0,19,0,-1,-1,-1,-1,138.857853,35.097868
Greedy tacos bar,western,staton south,タコス,町方町49,Machikatamachi 49,,12,0,21,0,-1,-1,-1,-1,138.85715,35.097183
フランス料理 オペラ,western,station south,フランスコース,上土町100-1,Agetsuchicho 100-1,A,11,30,23,0,15,0,18,0,138.858158,35.096445
喜代寿司 ,japanese,station south,寿司,上土町86,Agetsuchicho 86,G,11,30,24,0,13,0,16,30,138.858016,35.098167
黄金鮨,japanese,station south,寿司,添地町155,Soechicho 155,A,17,0,23,30,-1,-1,-1,-1,138.856529,35.100771
せんきち,japanese,station south,寿司,町方町102,Machikatamachi 102,CG,17,0,3,0,-1,-1,-1,-1,138.857045,35.098107
美食倶楽部 蓮,japanese,staiton south,懐石,上土町12 東方ビル2F,Agetsuchicho 12 Tohou.bd 2F,G,12,0,0,0,14,0,17,0,138.858819,35.097369
冨久家うなぎ,japanese,station south,うなぎ丼,市場町１３−4,Ichibacho 13-4,A,11,30,20,0,14,0,17,0,138.860207,35.095732
